"number_of_elements","mean_atomic_mass","wtd_mean_atomic_mass","gmean_atomic_mass","wtd_gmean_atomic_mass","entropy_atomic_mass","wtd_entropy_atomic_mass","range_atomic_mass","wtd_range_atomic_mass","std_atomic_mass","wtd_std_atomic_mass","mean_fie","wtd_mean_fie","gmean_fie","wtd_gmean_fie","entropy_fie","wtd_entropy_fie","range_fie","wtd_range_fie","std_fie","wtd_std_fie","mean_atomic_radius","wtd_mean_atomic_radius","gmean_atomic_radius","wtd_gmean_atomic_radius","entropy_atomic_radius","wtd_entropy_atomic_radius","range_atomic_radius","wtd_range_atomic_radius","std_atomic_radius","wtd_std_atomic_radius","mean_Density","wtd_mean_Density","gmean_Density","wtd_gmean_Density","entropy_Density","wtd_entropy_Density","range_Density","wtd_range_Density","std_Density","wtd_std_Density","mean_ElectronAffinity","wtd_mean_ElectronAffinity","gmean_ElectronAffinity","wtd_gmean_ElectronAffinity","entropy_ElectronAffinity","wtd_entropy_ElectronAffinity","range_ElectronAffinity","wtd_range_ElectronAffinity","std_ElectronAffinity","wtd_std_ElectronAffinity","mean_FusionHeat","wtd_mean_FusionHeat","gmean_FusionHeat","wtd_gmean_FusionHeat","entropy_FusionHeat","wtd_entropy_FusionHeat","range_FusionHeat","wtd_range_FusionHeat","std_FusionHeat","wtd_std_FusionHeat","mean_ThermalConductivity","wtd_mean_ThermalConductivity","gmean_ThermalConductivity","wtd_gmean_ThermalConductivity","entropy_ThermalConductivity","wtd_entropy_ThermalConductivity","range_ThermalConductivity","wtd_range_ThermalConductivity","std_ThermalConductivity","wtd_std_ThermalConductivity","mean_Valence","wtd_mean_Valence","gmean_Valence","wtd_gmean_Valence","entropy_Valence","wtd_entropy_Valence","range_Valence","wtd_range_Valence","std_Valence","wtd_std_Valence","critical_temp"
5.0,0.111437,0.057607,0.083426,0.036748,0.001419,0.001465,0.157055,0.017911,0.06162,0.05402,748.92,1002.246154,703.423247,935.423498,1.541416,0.912959,810.6,695.880769,292.754856,343.99689,178.8,115.384615,154.610233,90.034645,1.502835,1.428198,205.0,34.576923,74.633505,80.324379,56.214858,31.618464,12.17659,0.687591,0.013295,0.009957,90.64571,20.669228,34.627574,38.073031,76170.0,110738.461538,58753.723873,89962.915763,1402.808585,822.438489,127050.0,75740.384615,47362.681512,47216.641272,-442.05808,-450.309446,-450.429742,-457.29207,-457.275408,-457.608471,-424.2496,-454.443631,-447.941322,-449.256731,0.094405,0.09763,0.010228,0.001147,0.000581,0.000259,0.399973,0.092293,0.153302,0.165932,2.4,2.076923,2.352158,2.063362,1.589027,1.264305,1.0,1.019231,0.489898,0.266469,-186.85
5.0,0.072325,0.051219,0.058637,0.03492,0.001445,0.001312,0.121328,0.020934,0.040054,0.044187,787.02,1003.671885,745.091012,937.620043,1.551741,0.904103,810.6,704.426192,279.181098,342.360135,162.8,114.576538,142.245339,89.707894,1.50446,1.363835,205.0,38.383077,69.424491,79.25267,49.634858,29.487025,10.961473,0.663125,0.01318,0.008626,89.58571,20.359075,32.068491,36.33478,65230.0,108813.730769,42655.03213,85959.658715,1253.393884,764.652817,127050.0,76671.230769,54606.314653,49735.626682,-442.92208,-450.215085,-450.380932,-457.263111,-457.167645,-457.708991,-435.2296,-454.396069,-450.735035,-449.49627,0.102805,0.095288,0.012078,0.00109,0.000714,0.000225,0.399973,0.090909,0.151003,0.165479,2.4,2.080385,2.352158,2.06626,1.589027,1.226234,1.0,1.066538,0.489898,0.271888,-214.15
4.0,0.091808,0.050817,0.067689,0.032642,0.001174,0.001368,0.134361,0.00688,0.054877,0.049503,775.175,1040.368,717.820867,973.070256,1.305825,0.786057,810.6,744.652,323.992958,341.783237,171.0,107.2,143.079258,83.084299,1.250484,1.371011,205.0,11.32,82.185765,79.423926,49.561072,28.022974,7.581899,0.415179,0.01034,0.009009,89.58571,17.911426,34.790916,37.426182,82337.5,115454.0,60721.492826,97200.556547,1164.0132,734.149757,127050.0,83646.0,51125.719738,44386.373855,-446.2501,-451.76224,-452.919968,-457.811071,-457.674569,-457.806316,-436.4896,-455.19376,-451.344569,-450.058714,0.107757,0.083216,0.007062,0.000653,0.000308,0.000189,0.399973,0.079984,0.168854,0.158517,2.25,2.08,2.213364,2.065938,1.368922,1.132727,1.0,0.96,0.433013,0.271293,-188.85
5.0,0.072325,0.051068,0.058637,0.034831,0.001445,0.001377,0.121328,0.019838,0.040054,0.044158,787.02,1003.948462,745.091012,937.96494,1.551741,0.947212,810.6,689.536154,279.181098,342.156689,162.8,114.792308,142.245339,89.836657,1.50446,1.439274,205.0,35.323077,69.424491,79.35012,49.634858,29.274002,10.961473,0.661447,0.01318,0.010261,89.58571,18.601536,32.068491,36.012129,65230.0,106799.230769,42655.03213,82747.18159,1253.393884,767.621002,127050.0,76333.846154,54606.314653,51301.042119,-442.92208,-450.190369,-450.380932,-457.260652,-457.167645,-457.446975,-435.2296,-454.987785,-450.735035,-449.460518,0.102805,0.088991,0.012078,0.001056,0.000714,0.000315,0.399973,0.083063,0.151003,0.159773,2.4,2.1,2.352158,2.082759,1.589027,1.299577,1.0,1.007692,0.489898,0.3,-269.15
5.0,0.071402,0.056424,0.057533,0.035645,0.001436,0.001024,0.122906,0.035646,0.040913,0.052136,759.66,1011.461571,716.567033,940.208665,1.545993,0.801048,772.0,749.414143,286.586899,353.865732,155.6,104.58,138.425728,84.200435,1.521624,1.205583,171.0,49.898571,59.159446,67.402337,47.694858,29.32288,10.480595,0.53075,0.013099,0.008092,89.58571,15.795834,31.165347,35.664963,74106.0,111375.428571,49181.076458,96882.928988,1348.53759,779.028878,135970.0,81354.142857,49861.938831,43213.704099,-441.51808,-452.720714,-450.548412,-457.794741,-457.357168,-457.804104,-419.0296,-456.393743,-446.039503,-451.194541,0.095805,0.060974,0.010844,0.000632,0.000617,0.000303,0.399973,0.056556,0.152618,0.137806,2.8,2.261429,2.605171,2.222691,1.531778,1.082923,3.0,1.135714,1.16619,0.44906,-261.15
5.0,0.092348,0.0898,0.071916,0.073076,0.001432,0.001269,0.141251,0.033027,0.050826,0.048004,740.76,736.657143,693.456186,700.684749,1.537759,1.346963,810.6,303.6,297.526675,255.936788,179.6,173.6,155.133632,154.698714,1.502074,1.299655,205.0,58.8,75.242541,69.19711,46.004858,59.466327,9.86409,19.150005,0.012697,0.009396,89.58571,38.397959,33.502852,33.656474,67176.0,83259.428571,38873.763511,59178.225128,1237.240448,1015.483538,135970.0,51199.142857,54868.53109,50708.967307,-445.51408,-442.821486,-451.556031,-448.664551,-457.165239,-457.80447,-436.4896,-449.621371,-452.015645,-451.925676,0.092805,0.178632,0.009407,0.025455,0.000538,0.000205,0.399973,0.171425,0.154017,0.191827,2.2,2.142857,2.168944,2.119268,1.594167,1.396215,1.0,0.8,0.4,0.349927,-178.45
5.0,0.092606,0.053122,0.072126,0.034274,0.001433,0.001388,0.141251,0.018983,0.050805,0.050298,754.04,1024.365714,709.4733,958.230284,1.54343,0.850042,810.6,745.947143,290.059322,341.114428,178.2,111.135714,154.128981,86.291168,1.502693,1.395581,205.0,34.628571,74.558433,80.162087,49.688858,29.621094,10.96898,0.523149,0.013179,0.009352,89.58571,19.191834,32.117645,37.874871,72090.0,112861.428571,53116.081653,92633.240211,1357.428929,765.156785,127050.0,81206.428571,50111.0407,46453.780541,-444.29008,-451.027943,-450.960438,-457.570949,-457.157313,-457.708307,-436.4896,-454.763714,-451.596627,-449.769922,0.089205,0.089129,0.008142,0.000817,0.000444,0.000189,0.399973,0.085699,0.155529,0.162474,2.4,2.071429,2.352158,2.058771,1.589027,1.19565,1.0,1.121429,0.489898,0.257539,-182.65
4.0,0.088944,0.057874,0.066362,0.03612,0.001182,0.001022,0.122906,0.033768,0.051969,0.053639,775.425,1010.544286,718.1529,938.512777,1.305967,0.783207,810.6,739.575,323.811808,355.183884,160.25,105.1,136.126003,84.371352,1.259244,1.173033,205.0,46.114286,75.23754,68.521665,46.543572,29.803309,7.249532,0.537585,0.010331,0.007889,89.58571,16.234834,33.061629,35.823706,81837.5,111970.357143,60123.178555,100244.950202,1159.686593,786.900489,127050.0,81097.5,51433.71189,42102.344224,-447.2401,-452.767514,-453.406945,-457.79942,-457.710564,-457.934744,-436.4896,-456.529771,-451.391685,-451.285058,0.107757,0.060979,0.007062,0.000621,0.000308,0.000257,0.399973,0.057128,0.168854,0.138529,2.25,2.264286,2.213364,2.226222,1.368922,1.048834,1.0,1.1,0.433013,0.440952,-251.15
4.0,0.076518,0.05571,0.05931,0.035422,0.001197,0.001078,0.122906,0.029979,0.044289,0.051327,787.05,1011.71,734.219624,940.586438,1.313008,0.811136,772.0,726.814286,314.505966,353.596527,151.75,104.885714,131.302197,84.320301,1.275274,1.246113,171.0,37.971429,65.579627,67.891414,44.343572,28.861309,6.744848,0.52464,0.00996,0.008306,89.58571,14.917834,34.028562,35.509165,79607.5,110858.428571,48477.264685,94231.769745,1096.671769,771.173466,135970.0,81148.714286,54373.096921,44323.629578,-447.2401,-452.701943,-453.406945,-457.78982,-457.710564,-457.789055,-436.4896,-456.529771,-451.391685,-451.238775,0.112007,0.061815,0.00834,0.000643,0.000404,0.000317,0.399973,0.057128,0.166742,0.13831,2.25,2.242857,2.213364,2.206963,1.368922,1.096052,1.0,1.057143,0.433013,0.428809,-254.95
5.0,0.064955,0.081014,0.047263,0.067614,0.001352,0.001119,0.121328,0.038823,0.045436,0.040806,971.2,745.035461,873.39637,706.781785,1.504973,1.343932,1177.5,305.106383,450.939646,266.540088,140.0,170.652482,109.411503,151.85547,1.408266,1.177625,211.0,71.475177,84.907008,68.538128,33.89025,54.430516,2.02542,16.943896,0.010163,0.00811,89.58571,38.127539,33.218379,32.965654,127690.0,82365.248227,76990.239004,57146.604565,1227.433735,1055.359446,314050.0,48684.397163,112191.570093,56468.113121,-447.79648,-442.580213,-455.472497,-448.706394,-457.601149,-457.911737,-436.4896,-449.639277,-449.872826,-451.725321,0.087011,0.177734,0.00246,0.025315,0.000337,0.000202,0.399973,0.170213,0.15669,0.191386,2.0,2.134752,1.888175,2.108009,1.557113,1.327452,2.0,0.843972,0.632456,0.361633,-180.65
4.0,0.076518,0.055344,0.05931,0.035306,0.001197,0.001105,0.122906,0.028361,0.044289,0.050913,787.05,1011.766429,734.219624,940.683823,1.313008,0.817508,772.0,722.892857,314.505966,353.522043,151.75,105.057143,131.302197,84.390239,1.275274,1.268104,171.0,35.014286,65.579627,68.148553,44.343572,28.610166,6.744848,0.521469,0.00996,0.008483,89.58571,14.478834,34.028562,35.401893,79607.5,110551.5,48477.264685,92878.209212,1096.671769,768.656136,135970.0,81102.071429,54373.096921,44892.582507,-447.2401,-452.680086,-453.406945,-457.786609,-457.710564,-457.752489,-436.4896,-456.529771,-451.391685,-451.223517,0.112007,0.061972,0.00834,0.000648,0.000404,0.000326,0.399973,0.057128,0.166742,0.138267,2.25,2.235714,2.213364,2.20058,1.368922,1.108993,1.0,1.042857,0.433013,0.424444,-247.15
5.0,0.072894,0.081387,0.059223,0.068152,0.001448,0.001154,0.121328,0.038398,0.039835,0.040647,782.44,738.231429,740.540285,702.304971,1.55112,1.345142,810.6,298.125714,279.788739,255.464093,161.4,171.628571,140.945228,153.315577,1.503019,1.220826,205.0,70.157143,69.617814,67.890704,51.702858,54.811756,11.235331,17.799294,0.013095,0.00913,89.58571,37.117959,34.144889,32.751853,84490.0,80508.571429,62210.509235,56391.720924,1390.184291,1043.329042,127050.0,48051.428571,51142.197841,52587.489666,-441.69808,-442.356057,-449.96262,-448.412903,-457.198711,-457.730292,-429.1096,-449.958229,-449.392077,-451.689296,0.105205,0.17459,0.012424,0.026022,0.000739,0.00025,0.399973,0.16571,0.150701,0.189885,2.2,2.142857,2.168944,2.119268,1.594167,1.367984,1.0,0.8,0.4,0.349927,-193.15
5.0,0.072942,0.081391,0.059272,0.068156,0.001448,0.001154,0.121328,0.038394,0.039818,0.040645,786.82,738.544286,744.8946,702.599133,1.551717,1.346367,810.6,297.812857,279.201385,255.474823,162.0,171.671429,141.508277,153.359244,1.503679,1.221614,205.0,70.114286,69.52122,67.877352,51.686858,54.810613,11.233312,17.799066,0.013096,0.009129,89.58571,37.117959,34.127385,32.750659,74830.0,79818.571429,55681.90733,55946.907721,1375.170975,1016.4519,127050.0,48741.428571,49277.922034,52466.81616,-442.05808,-442.381771,-450.078217,-448.422531,-457.188122,-457.737303,-430.9096,-449.958229,-449.831164,-451.730512,0.107005,0.174718,0.012661,0.026057,0.000755,0.000253,0.399973,0.16571,0.150574,0.189832,2.6,2.171429,2.491462,2.140357,1.564957,1.401798,2.0,0.771429,0.8,0.413052,-185.15
5.0,0.066552,0.05088,0.050698,0.034637,0.001384,0.001318,0.121328,0.020857,0.043907,0.04424,750.64,1001.945077,705.366437,935.169635,1.541997,0.914204,810.6,701.281846,292.0061,344.066438,155.2,114.268462,134.520826,89.500585,1.491873,1.384592,205.0,37.743077,71.792479,79.17712,39.286858,28.898618,8.849171,0.655511,0.012761,0.008721,89.58571,19.773228,29.229309,35.887428,70590.0,108410.230769,51470.112718,85676.181225,1343.521183,779.139598,127050.0,76290.769231,50812.266236,49856.006458,-444.03808,-450.262646,-450.841781,-457.268409,-457.156439,-457.629664,-436.4896,-454.656862,-451.499694,-449.553675,0.134005,0.094749,0.01502,0.00109,0.000866,0.000321,0.399973,0.088293,0.158777,0.164226,2.4,2.086923,2.352158,2.071745,1.589027,1.25674,1.0,1.046923,0.489898,0.281722,-228.15
5.0,0.066552,0.080673,0.050698,0.066989,0.001384,0.001143,0.121328,0.038658,0.043907,0.041297,750.64,734.761429,705.366437,698.593493,1.541997,1.35563,810.6,290.952857,292.0061,256.52513,155.2,170.992857,134.520826,152.580802,1.491873,1.229022,205.0,69.757143,71.792479,68.249489,39.286858,53.477756,8.849171,17.349054,0.012761,0.00878,89.58571,36.477959,29.229309,32.589245,70590.0,78973.571429,51470.112718,55236.531413,1343.521183,1022.790212,127050.0,47873.571429,50812.266236,52583.42842,-444.03808,-442.554057,-450.841781,-448.505129,-457.156439,-457.729536,-436.4896,-450.126657,-451.499694,-451.873018,0.134005,0.175468,0.01502,0.026277,0.000866,0.000334,0.399973,0.162853,0.158777,0.188868,2.4,2.164286,2.352158,2.137762,1.589027,1.41182,1.0,0.75,0.489898,0.370535,-240.15
5.0,0.090063,0.056519,0.070847,0.035675,0.001441,0.001155,0.128243,0.031674,0.047991,0.052261,735.94,1011.46,688.274127,940.151246,1.5363,0.824938,781.6,742.75,299.299399,353.929614,162.6,104.7,143.678253,84.246618,1.518163,1.299101,171.0,44.414286,62.541506,67.596143,49.494858,29.487023,10.772619,0.53204,0.013099,0.009175,89.58571,14.917834,32.132497,35.842855,73986.0,111500.857143,49067.274058,97053.258179,1347.53491,801.273962,135970.0,81242.0,49915.44835,43116.28823,-447.17008,-452.725086,-452.446709,-457.793022,-457.199438,-457.702445,-436.4896,-456.484,-452.264325,-451.257003,0.093005,0.061558,0.009616,0.000636,0.000546,0.000312,0.399973,0.057128,0.153905,0.138376,2.4,2.257143,2.352158,2.219783,1.589027,1.139551,1.0,1.1,0.489898,0.437059,-238.15
4.0,0.096452,0.058547,0.069689,0.037557,0.001158,0.001333,0.152935,0.013301,0.060166,0.053871,787.4,992.973518,733.54432,925.647394,1.312123,0.905489,810.6,643.724506,315.709051,345.5298,167.0,117.16996,140.611449,91.582903,1.254609,1.341732,205.0,22.450593,79.161228,80.52657,54.478572,34.17352,8.04481,0.781837,0.010234,0.009233,93.18571,21.2415,38.970344,40.218473,82337.5,109859.683794,60721.492826,88825.325131,1164.0132,817.66576,127050.0,72468.379447,51125.719738,47564.807829,-442.5151,-449.200645,-451.666529,-457.062258,-457.715579,-457.721657,-429.8296,-454.287972,-448.48037,-448.382331,0.108757,0.099065,0.007552,0.001215,0.000336,0.000203,0.399973,0.094848,0.168301,0.167943,2.25,2.079051,2.213364,2.065144,1.368922,1.216001,1.0,0.814229,0.433013,0.269819,-180.65
4.0,0.076445,0.0513,0.059357,0.034977,0.0012,0.001292,0.121328,0.01431,0.043823,0.044204,794.0,1003.146225,741.629349,937.072675,1.315004,0.891605,810.6,658.708629,311.743492,342.44395,164.5,114.640986,139.000514,89.771615,1.256701,1.339646,205.0,22.650231,77.525802,79.253327,42.358572,29.570088,6.695566,0.667356,0.010154,0.008128,89.58571,20.701098,31.949389,36.400863,77237.5,109117.873652,53527.964649,86472.899205,1105.182174,763.585516,127050.0,74248.844376,54830.755227,49466.467493,-444.9451,-450.2055,-452.405976,-457.256878,-457.668223,-457.793052,-436.4896,-454.434962,-450.76332,-449.500982,0.108757,0.096547,0.007552,0.001103,0.000336,0.000203,0.399973,0.092436,0.168301,0.166526,2.25,2.077042,2.213364,2.063461,1.368922,1.202631,1.0,0.844376,0.433013,0.266657,-181.15
5.0,0.111437,0.057496,0.083426,0.036724,0.001419,0.001495,0.157055,0.014694,0.06162,0.053788,748.92,1001.823077,703.423247,934.755153,1.541416,0.918096,810.6,684.707692,292.754856,344.500816,178.8,115.461538,154.610233,90.06557,1.502835,1.447861,205.0,30.384615,74.633505,80.428291,56.214858,32.098464,12.17659,0.691862,0.013295,0.010264,90.64571,20.669228,34.627574,38.652611,76170.0,110738.461538,58753.723873,89962.915763,1402.808585,827.118136,127050.0,74750.0,47362.681512,47216.641272,-442.05808,-449.887138,-450.429742,-457.248251,-457.275408,-457.543911,-424.2496,-454.443631,-447.941322,-448.654919,0.094405,0.097168,0.010228,0.001126,0.000581,0.000246,0.399973,0.092293,0.153302,0.166128,2.4,2.076923,2.352158,2.063362,1.589027,1.278839,1.0,0.961538,0.489898,0.266469,-183.85
